0400000US01,01,Alabama,3669691,3572,61.5,0.3,56.7,0.4,7.0,0.3,270191,5567,41.8,1.8,30.7,1.6,26.4,2.3,321001,4871,73.4,1.5,62.7,1.7,13.3,1.5,1226221,6855,81.5,0.6,75.6,0.7,6.0,0.5,671270,5050,76.5,0.8,72.8,0.9,4.4,0.5,542251,2262,56.6,1.0,54.8,0.9,3.2,0.5,344383,2217,21.1,1.1,20.3,1.1,3.7,1.1,294374,2068,4.5,0.5,4.3,0.5,4.5,2.1,N,N,N,N,N,N,N,N,2638114,4664,61.5,0.4,57.8,0.4,5.3,0.3,922418,4242,60.8,0.7,53.1,0.9,11.9,0.9,18593,2369,63.6,5.4,56.9,5.3,8.9,3.7,34204,2092,68.4,3.7,62.9,3.8,6.0,2.9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,35082,3456,58.6,4.2,53.2,4.1,7.2,3.4,81621,2262,72.6,2.9,66.6,2.9,6.9,2.0,2582023,2707,61.3,0.4,57.6,0.5,5.2,0.3,2760743,5154,74.5,0.4,69.3,0.5,6.0,0.3,1350327,4110,80.4,0.5,74.5,0.6,6.0,0.4,1410416,3933,68.8,0.6,64.5,0.7,6.0,0.4,223435,7982,66.6,1.7,61.4,1.8,7.5,1.2,370131,12169,47.0,1.4,35.2,1.4,25.0,1.9,407194,11160,37.6,1.3,33.4,1.3,10.7,1.3,2439742,5874,74.6,0.4,70.2,0.5,5.1,0.3,357584,9282,53.6,1.3,47.2,1.3,12.0,1.3,757350,12584,71.4,0.8,67.1,0.9,5.8,0.6,745562,11492,79.9,0.7,75.3,0.8,4.5,0.5,579246,13184,85.0,0.7,82.0,0.7,2.3,0.3,5.8,(X),(X),(X),(X),(X),(X),(X)
0400000US02,02,Alaska,526539,2083,73.6,0.9,64.5,1.1,7.7,0.7,43762,2106,53.0,4.2,42.6,4.0,17.1,4.2,57876,2355,84.5,2.5,64.9,3.7,12.5,2.7,195300,2715,84.7,1.4,72.4,1.7,7.9,1.0,105292,1726,82.8,1.9,78.1,2.1,5.1,1.3,75894,991,67.9,2.2,64.4,2.4,4.9,1.5,31059,1220,30.6,4.4,30.2,4.4,1.4,1.2,17356,1152,9.8,3.3,9.8,3.3,0.0,7.5,N,N,N,N,N,N,N,N,379421,2409,74.6,1.0,66.2,1.2,6.1,0.9,18648,2256,80.9,4.6,64.8,6.0,9.9,4.6,63240,3031,60.7,2.4,50.0,2.7,17.5,2.3,26188,1445,80.8,3.2,74.5,3.8,4.8,2.0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,30115,2905,74.6,3.8,62.8,4.1,13.5,3.5,28460,1556,81.9,3.4,63.8,5.9,9.5,3.7,362928,1005,74.3,1.1,66.3,1.1,5.9,0.9,434362,2148,81.3,0.9,71.4,1.1,7.3,0.7,228089,1928,85.8,1.3,72.2,1.8,8.3,1.1,206273,1312,76.2,1.4,70.5,1.4,6.1,0.9,35044,3270,67.3,4.4,58.7,5.0,8.5,3.0,32718,3329,59.8,5.0,44.3,4.7,25.4,5.2,53045,3875,58.2,3.8,47.5,4.0,13.9,3.9,376486,2557,80.8,1.0,72.4,1.1,6.5,0.7,25308,2389,63.0,4.9,50.7,5.1,18.4,5.1,99471,4847,75.3,2.1,68.0,2.2,8.4,1.4,147510,5075,82.9,1.3,72.6,1.9,6.0,1.2,104197,4307,87.3,1.5,81.5,1.8,3.5,1.0,4.2,(X),(X),(X),(X),(X),(X),(X)
0400000US04,04,Arizona,4973336,4265,63.6,0.3,59.3,0.3,6.1,0.3,354719,5376,44.7,1.6,36.0,1.4,18.8,1.9,426070,3495,76.5,1.2,67.1,1.4,10.3,1.1,1802853,4643,81.1,0.6,76.2,0.6,5.2,0.3,849309,3337,80.1,0.8,76.5,0.7,4.3,0.5,676293,1526,61.9,0.9,59.1,0.9,4.3,0.5,446195,1777,21.9,1.1,20.8,1.0,4.8,1.0,417897,1461,4.6,0.6,4.4,0.6,5.1,2.1,N,N,N,N,N,N,N,N,4080349,17544,63.1,0.3,59.2,0.4,5.4,0.3,169867,3278,65.2,1.8,58.9,1.8,8.4,1.4,207680,4532,53.6,2.0,44.8,2.1,15.9,2.0,122673,2804,70.6,2.4,65.9,2.3,5.9,1.5,N,N,N,N,N,N,N,N,301681,15335,72.9,1.5,67.0,1.5,7.4,1.2,84294,5571,67.1,2.6,60.7,2.7,7.8,1.7,1292968,2806,68.4,0.8,63.3,0.8,7.0,0.6,3139390,3335,61.9,0.4,58.3,0.4,5.0,0.3,3754525,3810,76.9,0.4,72.2,0.4,5.4,0.2,1904361,2794,83.3,0.4,77.8,0.5,5.5,0.4,1850164,2516,70.3,0.6,66.3,0.6,5.3,0.4,312815,9846,62.7,1.7,57.4,1.6,7.9,1.1,478633,15720,49.9,1.4,39.7,1.4,20.2,1.7,393546,11501,47.0,1.4,41.8,1.4,10.7,1.3,3328455,3688,77.0,0.4,72.8,0.4,4.8,0.2,518662,14802,64.8,1.5,59.4,1.4,8.4,1.0,790642,15973,73.3,0.9,68.4,0.9,6.2,0.5,1160762,14122,79.7,0.7,75.3,0.8,4.5,0.4,858389,13813,84.0,0.7,81.6,0.7,2.5,0.3,5.9,(X),(X),(X),(X),(X),(X),(X)
0400000US05,05,Arkansas,2233278,3352,61.4,0.4,57.0,0.5,6.6,0.4,169792,4523,45.2,2.4,35.2,2.3,22.1,3.1,190672,4596,75.1,1.5,65.2,1.7,12.0,1.5,742613,5596,80.9,0.7,75.8,0.8,5.7,0.6,396312,3397,76.7,1.1,72.8,1.2,4.8,0.7,329699,1997,57.7,1.3,55.9,1.4,3.2,0.6,215390,2040,20.8,1.2,20.0,1.2,3.6,1.2,188800,1830,5.5,0.7,5.3,0.7,3.1,2.4,N,N,N,N,N,N,N,N,1799221,4204,60.9,0.5,57.3,0.5,5.4,0.4,326820,3339,61.9,1.5,53.4,1.6,13.4,1.5,10592,1318,59.3,6.9,53.6,7.0,8.4,5.6,22273,1424,67.6,4.7,62.9,5.0,5.8,3.3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,33661,3144,63.1,3.7,56.6,3.9,9.6,3.2,97251,1815,72.8,2.6,68.9,2.6,5.2,1.4,1745106,2676,60.6,0.5,57.0,0.5,5.3,0.4,1659296,4287,74.6,0.5,69.9,0.6,5.8,0.4,816046,3840,79.2,0.9,74.0,0.9,5.8,0.5,843250,3128,70.2,0.7,66.0,0.7,5.8,0.5,144993,5276,67.5,2.2,62.6,2.1,7.2,1.3,240964,9994,50.3,1.6,39.2,1.6,22.0,2.0,263680,7656,37.6,1.8,32.5,1.7,13.3,1.8,1468624,5205,74.6,0.5,70.5,0.6,5.0,0.4,216442,7538,56.8,1.7,51.1,1.8,10.0,1.6,517639,11806,72.6,1.1,68.0,1.1,6.1,0.7,437675,9080,77.9,1.0,74.0,1.0,4.5,0.6,296868,7560,86.1,1.0,84.0,1.1,1.6,0.4,5.0,(X),(X),(X),(X),(X),(X),(X)
0400000US06,06,California,28497519,10319,65.5,0.2,60.1,0.2,7.5,0.1,2259410,13387,37.1,0.6,27.5,0.6,24.9,0.9,2709633,7365,74.8,0.5,63.5,0.6,12.5,0.5,10589945,9197,82.0,0.2,76.0,0.3,6.4,0.1,5154622,5713,80.1,0.3,75.5,0.3,5.6,0.2,3668085,3095,64.8,0.4,61.4,0.4,5.3,0.2,2129019,3478,24.5,0.5,23.3,0.4,4.8,0.4,1986805,3141,5.2,0.3,5.0,0.3,4.1,1.2,27741465,20718,65.5,0.2,60.1,0.2,7.4,0.1,18218182,47889,65.0,0.2,59.9,0.2,7.1,0.1,1753782,9130,61.9,0.7,52.9,0.7,13.2,0.7,248105,10113,61.9,1.7,54.5,1.8,10.5,1.3,3731503,9424,65.3,0.4,61.2,0.4,5.9,0.2,106038,4309,69.0,2.9,61.4,3.3,9.0,2.6,3683855,45151,70.0,0.4,64.1,0.5,8.0,0.4,756054,17354,65.7,0.9,58.5,1.0,9.8,0.9,9300457,7355,68.6,0.2,62.3,0.2,8.7,0.2,13023495,8430,64.0,0.2,59.3,0.2,6.3,0.1,22122285,8175,77.8,0.2,71.9,0.2,6.8,0.1,11234284,4229,84.6,0.2,77.8,0.2,6.8,0.2,10888001,6866,70.8,0.3,65.9,0.3,6.7,0.2,1807173,17889,62.7,0.6,57.1,0.7,8.6,0.5,2526192,41907,51.0,0.6,38.9,0.5,23.6,0.7,1824082,24663,42.7,0.7,36.7,0.7,13.6,0.7,19412652,7868,78.2,0.2,73.1,0.2,6.0,0.1,3635095,32854,67.0,0.5,60.6,0.5,9.5,0.4,3888163,34115,74.4,0.4,68.2,0.4,7.9,0.3,5946298,33804,80.1,0.3,74.6,0.3,5.9,0.2,5943096,33483,85.7,0.2,82.4,0.3,3.4,0.1,5.6,(X),(X),(X),(X),(X),(X),(X)
0400000US08,08,Colorado,3865078,3845,71.0,0.3,66.9,0.3,4.9,0.2,266052,4888,49.4,1.7,38.8,1.7,19.7,2.0,336000,4089,80.3,1.3,71.6,1.5,7.9,0.9,1461151,4881,85.5,0.5,81.4,0.6,3.7,0.3,741939,3347,84.6,0.8,81.3,0.7,3.8,0.4,547770,2427,69.0,0.9,66.4,0.9,3.8,0.5,280147,2374,26.4,1.1,25.5,1.1,3.5,1.0,232019,2302,5.7,0.7,5.4,0.6,5.3,2.5,N,N,N,N,N,N,N,N,3331918,10526,71.2,0.3,67.4,0.3,4.5,0.3,141354,3272,68.3,2.1,60.2,2.5,10.0,1.9,36901,3302,65.6,5.0,58.4,5.2,10.6,3.1,101087,2331,69.4,2.2,66.0,2.2,3.7,1.1,N,N,N,N,N,N,N,N,163247,9223,69.8,2.1,64.9,1.9,6.6,1.2,86196,5132,73.1,2.2,65.2,2.6,8.7,2.1,674790,1920,70.7,0.8,65.7,0.9,6.5,0.7,2863636,3354,71.3,0.3,67.6,0.3,4.2,0.3,3086860,4331,81.8,0.4,77.6,0.4,4.2,0.2,1578270,3700,87.8,0.4,83.0,0.4,4.0,0.3,1508590,3431,75.5,0.6,72.0,0.6,4.4,0.3,259589,6908,66.6,1.6,62.7,1.6,5.2,0.9,310999,12637,57.7,1.6,47.6,1.5,17.0,1.6,248136,7887,53.4,1.8,47.9,1.8,9.8,1.5,2750860,4087,82.0,0.4,78.4,0.4,3.7,0.2,279832,8808,68.3,1.6,63.9,1.6,6.5,1.2,587156,10998,78.7,1.0,74.7,1.0,4.8,0.5,863767,12721,83.1,0.6,79.1,0.7,4.0,0.4,1020105,13675,86.6,0.4,83.9,0.5,2.3,0.3,4.7,(X),(X),(X),(X),(X),(X),(X)
0400000US09,09,Connecticut,2788271,2941,68.8,0.4,64.2,0.5,6.4,0.3,200956,3240,48.7,1.8,37.4,1.7,22.8,2.4,222998,1752,78.9,1.8,68.7,2.1,12.2,1.7,917942,2464,85.4,0.5,80.5,0.7,5.4,0.4,561140,1761,84.5,0.7,80.8,0.8,4.4,0.5,407992,1043,71.8,1.1,68.8,1.1,4.1,0.6,237382,1314,32.4,1.4,30.9,1.4,4.6,1.1,239861,1265,7.1,0.7,6.8,0.7,3.9,1.8,N,N,N,N,N,N,N,N,2279806,8282,68.4,0.5,64.6,0.5,5.3,0.3,249150,3662,70.3,1.1,60.5,1.4,13.8,1.6,6645,1618,65.7,9.8,56.6,10.7,13.4,10.9,94190,1664,72.4,2.3,68.9,2.4,4.8,1.1,N,N,N,N,N,N,N,N,115842,7415,69.4,2.4,61.4,2.7,11.5,2.3,41794,4329,74.3,3.4,65.3,4.3,11.0,4.0,292916,1228,70.0,1.3,63.4,1.4,9.2,1.2,2119834,2629,68.2,0.5,64.5,0.5,5.1,0.3,2110072,1990,81.9,0.5,77.1,0.6,5.6,0.3,1043576,1672,86.8,0.5,81.1,0.7,6.0,0.4,1066496,1683,77.1,0.7,73.1,0.8,5.1,0.4,164799,5600,71.1,1.7,66.0,1.7,7.0,1.4,170212,8447,51.7,2.1,36.4,2.3,29.6,2.7,174183,7127,48.2,2.3,41.3,2.4,14.2,2.3,1887074,2303,82.2,0.5,78.0,0.6,4.8,0.3,164434,6512,62.1,1.9,54.4,2.0,12.4,1.9,495030,12002,80.2,0.9,74.8,1.1,6.6,0.7,505721,10330,85.0,0.7,80.6,0.9,4.7,0.6,721889,13003,86.2,0.6,83.9,0.7,2.5,0.3,5.6,(X),(X),(X),(X),(X),(X),(X)
0400000US10,10,Delaware,691339,1615,66.0,0.8,60.9,0.9,6.6,0.7,50746,2127,43.2,3.6,33.8,2.8,20.9,4.5,58782,1495,79.9,3.7,68.9,4.2,9.7,2.1,230511,1607,85.0,1.1,78.1,1.5,6.6,1.0,127298,914,84.4,1.6,80.1,1.8,5.0,1.1,103248,826,64.4,2.1,62.0,2.2,3.5,0.9,64173,901,23.1,2.2,22.5,2.2,2.4,1.6,56581,649,5.3,1.2,5.0,1.2,4.9,5.3,N,N,N,N,N,N,N,N,515393,2655,65.2,0.9,60.9,1.1,5.2,0.6,135679,1692,68.0,1.9,59.9,2.0,11.2,1.9,N,N,N,N,N,N,N,N,19517,683,69.3,4.5,66.1,4.3,4.3,2.8,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7956,1519,69.5,6.9,58.2,8.5,16.1,9.6,38155,259,71.8,3.2,65.1,3.5,8.3,2.8,489886,1341,64.9,1.0,60.7,1.1,5.1,0.6,519839,1362,80.2,0.9,74.4,1.1,6.0,0.7,252542,889,84.9,1.1,78.3,1.4,6.0,0.9,267297,1118,75.7,1.3,70.6,1.5,6.0,0.9,41004,3076,72.5,3.1,63.7,3.4,11.1,3.0,44782,3955,54.6,4.9,41.5,4.3,24.1,4.3,55752,3556,50.6,3.1,43.2,3.3,14.8,3.6,461057,1287,80.2,0.9,75.1,1.1,5.6,0.7,49083,3924,64.9,3.3,56.6,3.5,12.8,3.2,137904,4822,76.8,1.6,71.1,1.7,7.2,1.1,139161,5419,83.7,1.4,78.0,1.8,5.3,1.1,134909,6495,85.7,1.5,82.8,1.7,2.4,0.8,5.0,(X),(X),(X),(X),(X),(X),(X)
0400000US11,11,District of Columbia,492741,1054,68.0,1.2,62.2,1.2,7.8,0.9,37819,1978,27.0,3.9,21.3,3.2,20.2,6.0,51154,1948,68.7,4.1,58.7,4.4,12.9,3.6,193444,678,88.5,1.2,81.0,1.5,7.2,1.2,76629,427,81.4,2.9,75.3,3.4,7.0,2.1,63189,540,65.2,3.2,61.8,3.1,5.3,1.9,36705,585,33.2,4.5,32.6,4.5,2.0,1.8,33801,536,9.0,2.3,8.2,2.2,8.1,7.6,N,N,N,N,N,N,N,N,196337,2788,76.8,1.3,73.6,1.5,2.9,0.8,253499,2591,60.2,1.8,52.2,2.0,13.0,1.8,N,N,N,N,N,N,N,N,17377,644,72.9,5.5,70.5,5.5,3.0,1.8,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,39394,345,76.4,3.7,70.6,4.0,4.6,2.2,174289,789,77.1,1.4,74.1,1.5,2.7,0.7,384416,1882,80.6,1.2,73.8,1.4,7.6,0.9,183885,1130,82.8,1.7,75.1,2.2,7.6,1.5,200531,1341,78.6,1.5,72.5,1.5,7.5,1.3,22705,2516,67.4,5.4,56.0,5.6,16.0,7.0,54615,4216,46.0,4.8,32.3,5.9,29.8,8.5,33961,3488,39.1,5.1,32.2,4.9,17.1,5.9,333262,785,82.4,1.2,76.1,1.4,6.9,1.0,40000,4518,64.7,5.9,57.1,6.3,11.8,4.0,62167,3960,71.6,3.0,61.2,3.4,14.4,3.6,61018,3957,81.1,2.7,72.0,3.3,10.1,2.7,170077,4254,91.1,1.1,87.4,1.3,2.9,0.9,9.5,(X),(X),(X),(X),(X),(X),(X)
0400000US12,12,Florida,14788316,8838,61.8,0.2,56.8,0.2,7.5,0.2,942098,8524,41.9,1.0,31.5,1.0,24.0,1.3,1146806,6805,75.2,0.7,64.8,0.9,12.3,0.8,4755766,9630,83.6,0.3,77.4,0.4,6.6,0.2,2618729,6712,80.9,0.4,76.0,0.5,5.9,0.3,2142054,3411,62.8,0.5,59.4,0.5,5.4,0.3,1540911,3926,22.5,0.5,21.3,0.5,5.5,0.6,1641952,3623,5.7,0.3,5.3,0.3,6.6,1.3,N,N,N,N,N,N,N,N,11758727,20115,60.5,0.2,56.2,0.2,6.6,0.2,2102301,8687,65.6,0.6,57.5,0.7,11.5,0.5,37830,3712,57.5,4.7,52.1,4.6,8.0,3.1,335879,4035,68.5,1.4,64.7,1.4,5.0,0.7,N,N,N,N,N,N,N,N,354131,16752,74.1,1.4,65.6,1.5,11.0,1.6,193987,8974,67.5,1.6,60.0,1.6,9.6,1.5,2938390,5605,67.8,0.5,62.2,0.5,7.9,0.4,9286765,6821,58.8,0.2,54.7,0.2,6.4,0.2,10663355,8101,77.9,0.2,72.1,0.2,6.8,0.2,5298009,8112,82.6,0.3,76.1,0.4,6.9,0.2,5365346,4776,73.2,0.3,68.2,0.4,6.7,0.3,773815,14704,69.8,1.0,63.1,1.0,9.2,0.7,1242275,25570,51.6,1.0,38.6,0.9,25.2,1.0,1041651,19439,43.1,0.9,36.5,0.9,14.8,1.0,9516549,8785,78.2,0.2,73.0,0.3,6.2,0.2,1178666,19344,64.4,0.9,57.0,0.9,11.5,0.7,2761499,30711,75.6,0.4,69.7,0.5,7.6,0.4,2995124,25422,80.6,0.4,75.3,0.4,5.8,0.2,2581260,24005,84.4,0.4,81.1,0.4,3.3,0.2,6.1,(X),(X),(X),(X),(X),(X),(X)
