0400000US01,01,Alabama,3613506,3951,60.1,0.4,55.7,0.4,6.9,0.3,270890,5563,40.9,1.7,30.2,1.7,25.9,2.2,319738,4253,74.7,1.3,64.5,1.5,13.0,1.5,1232170,5952,79.1,0.6,73.6,0.7,6.2,0.4,662648,4059,74.2,0.9,71.4,0.9,3.7,0.4,517689,2189,53.6,1.0,52.0,1.0,2.9,0.5,325859,2454,20.6,1.0,19.7,1.0,4.1,1.0,284512,2171,4.8,0.6,4.6,0.6,4.2,2.3,N,N,N,N,N,N,N,N,2606406,4598,60.6,0.5,57.3,0.5,4.9,0.3,901726,3912,58.4,0.8,50.8,0.8,12.7,0.8,15712,1818,61.9,5.3,57.9,5.2,5.9,2.8,35162,2414,64.8,4.2,61.2,4.0,5.4,2.3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,29898,2587,54.7,3.8,48.0,3.7,11.5,3.2,74267,1887,71.9,2.8,66.1,3.0,6.8,1.9,2559781,2960,60.4,0.4,57.2,0.5,4.9,0.3,2732245,4284,72.5,0.4,67.9,0.4,5.9,0.3,1333414,3805,78.9,0.6,74.3,0.6,5.1,0.3,1398831,3183,66.5,0.6,61.8,0.5,6.9,0.4,(X),(X),(X),(X),(X),(X),(X),(X),387094,11614,46.4,1.4,34.7,1.3,25.2,1.9,490336,10276,35.5,1.1,31.3,1.0,11.7,1.4,2412507,4735,72.3,0.5,68.4,0.5,5.0,0.3,383902,10107,52.1,1.1,46.4,1.2,10.9,1.2,783162,13575,70.4,0.9,66.2,0.9,5.8,0.5,695141,11891,76.4,0.7,72.6,0.8,4.5,0.4,550302,10981,83.8,0.8,81.5,0.8,2.0,0.3,2.8,(X),(X),(X),(X),(X),(X),(X)
0400000US02,02,Alaska,512833,1465,71.8,0.9,62.9,1.2,9.4,0.8,46730,2116,53.6,3.5,37.3,3.6,28.3,5.4,50473,1966,81.1,3.3,61.5,3.8,16.6,3.1,194526,2774,82.5,1.4,72.8,1.9,7.7,1.3,109113,2132,82.2,1.7,76.4,1.9,6.7,1.3,67956,1154,64.8,2.8,61.3,2.7,5.4,2.0,26117,854,24.8,3.5,23.9,3.6,3.6,2.3,17918,998,8.0,2.6,7.6,2.6,5.0,6.4,N,N,N,N,N,N,N,N,365708,2286,73.8,1.1,65.8,1.4,7.2,0.9,16636,1172,74.0,6.7,63.9,9.5,11.1,9.2,64630,2232,57.8,2.1,45.3,2.5,21.6,3.1,24204,1409,77.8,3.5,74.0,4.1,4.4,1.8,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,28887,3014,70.6,4.2,57.3,4.4,17.8,5.2,25557,945,75.8,4.0,62.3,5.1,11.1,4.6,354538,1222,73.5,1.1,65.6,1.4,7.3,0.9,422068,2037,79.4,1.0,70.5,1.3,8.2,0.8,218759,1638,84.3,1.2,72.4,1.7,9.3,1.1,203309,1461,74.1,1.4,68.5,1.7,6.8,1.0,(X),(X),(X),(X),(X),(X),(X),(X),40130,3567,56.1,3.9,40.3,4.4,28.1,5.3,60018,3831,55.7,3.7,46.7,4.0,15.8,3.4,371595,2431,79.2,1.0,71.7,1.3,7.1,0.8,31928,3118,64.5,4.9,53.5,4.8,17.1,4.3,106678,4740,76.5,2.1,67.6,2.4,10.5,1.9,130836,4835,80.5,1.8,72.2,2.1,6.3,1.1,102153,4663,84.9,1.5,81.2,1.8,2.3,1.1,1.7,(X),(X),(X),(X),(X),(X),(X)
0400000US04,04,Arizona,4717049,3806,62.6,0.4,59.2,0.3,4.9,0.2,343556,4412,45.3,1.5,38.0,1.5,15.7,1.6,420118,4153,75.3,1.2,68.0,1.4,8.0,1.0,1757377,3871,80.4,0.6,76.4,0.6,4.3,0.4,787098,2475,78.3,0.8,75.7,0.9,3.2,0.4,619149,1506,57.5,1.1,55.6,1.1,3.2,0.5,405034,1669,19.4,0.9,18.8,0.9,3.0,0.8,384717,1758,4.7,0.5,4.6,0.5,2.7,1.2,N,N,N,N,N,N,N,N,3728344,13857,62.2,0.4,59.2,0.4,4.3,0.3,152132,3082,64.9,2.3,60.0,2.2,6.0,1.3,194365,4824,52.6,2.0,46.3,2.0,11.8,1.7,116395,1661,66.5,2.4,64.0,2.4,3.5,1.1,N,N,N,N,N,N,N,N,440117,13012,67.9,1.2,63.5,1.2,6.4,0.8,77659,4971,65.2,2.9,58.5,2.8,9.9,2.2,1191800,2528,67.1,0.7,63.1,0.7,5.7,0.5,3026047,3080,61.3,0.4,58.4,0.4,4.1,0.3,3583742,3204,75.4,0.4,71.7,0.4,4.3,0.3,1815215,2223,82.8,0.4,78.8,0.5,4.0,0.3,1768527,2409,67.8,0.7,64.4,0.7,4.8,0.4,(X),(X),(X),(X),(X),(X),(X),(X),446356,14293,47.4,1.6,39.0,1.6,17.2,1.7,417242,10273,42.4,1.2,37.6,1.1,11.3,1.5,3163624,3823,75.4,0.4,72.2,0.5,3.8,0.3,477741,11462,62.8,1.2,58.1,1.3,7.5,0.9,814967,17889,72.7,0.9,69.3,0.9,4.3,0.5,1036705,16488,77.3,0.7,74.2,0.8,3.5,0.4,834211,16019,82.8,0.8,80.5,0.7,2.3,0.3,2.6,(X),(X),(X),(X),(X),(X),(X)
0400000US05,05,Arkansas,2199028,3350,61.5,0.4,56.9,0.5,7.0,0.4,161464,4621,48.1,1.8,36.6,1.9,23.7,2.5,190239,3773,75.2,1.8,66.0,1.9,11.1,1.4,750685,4751,80.1,0.7,74.4,0.8,6.3,0.6,390827,2945,76.5,1.0,73.0,1.1,4.5,0.6,316953,2073,55.9,1.3,53.9,1.3,3.6,0.7,203152,1378,22.1,1.1,21.3,1.1,3.8,1.2,185708,1443,4.8,0.6,4.6,0.6,3.3,2.5,N,N,N,N,N,N,N,N,1770693,4959,61.3,0.5,57.5,0.5,5.6,0.4,318375,3310,61.3,1.5,52.2,1.5,14.8,1.3,17549,1663,55.5,6.3,51.8,6.4,5.4,2.5,21378,1544,67.6,4.5,63.2,5.3,4.2,3.3,N,N,N,N,N,N,N,N,45369,4055,75.1,3.8,70.5,4.0,6.2,2.5,24096,2638,52.4,4.7,47.0,4.4,9.4,3.9,90175,1599,73.8,2.5,68.1,2.9,7.5,2.0,1729667,2284,61.0,0.5,57.3,0.5,5.5,0.4,1648704,3698,74.0,0.5,69.2,0.6,6.0,0.4,816582,3096,79.5,0.8,74.4,0.9,5.5,0.4,832122,2805,68.7,0.8,64.0,0.8,6.6,0.5,(X),(X),(X),(X),(X),(X),(X),(X),245095,8720,50.5,1.8,39.2,1.8,22.1,2.0,319172,9342,39.9,1.2,34.9,1.2,12.4,1.5,1458465,3742,73.9,0.6,69.6,0.6,5.4,0.4,226001,6605,56.6,1.7,50.8,1.7,10.2,1.5,535354,10051,72.7,0.9,68.2,0.9,6.0,0.7,407600,8873,77.4,0.9,73.3,1.1,4.5,0.6,289510,7622,84.6,1.0,81.5,1.2,3.0,0.6,2.4,(X),(X),(X),(X),(X),(X),(X)
0400000US06,06,California,28014513,10333,64.5,0.1,59.8,0.1,6.6,0.1,2183461,11755,39.4,0.6,30.0,0.5,22.6,0.8,2697878,5757,73.4,0.5,64.0,0.5,10.4,0.4,10757296,7373,79.5,0.2,74.4,0.2,5.8,0.2,5017599,5050,78.9,0.3,75.1,0.3,4.8,0.2,3430449,3250,62.3,0.4,59.7,0.4,4.2,0.2,2002937,3328,23.3,0.5,22.3,0.5,4.6,0.5,1924893,2660,5.2,0.2,4.9,0.2,4.4,0.9,27332664,18622,64.5,0.1,59.8,0.1,6.5,0.1,17271624,41807,64.2,0.2,59.9,0.2,5.9,0.1,1700902,9920,60.5,0.7,52.7,0.7,11.6,0.6,212492,7916,61.1,1.8,52.9,2.0,12.2,1.7,3650045,10627,63.4,0.3,59.7,0.3,5.5,0.3,100653,3383,65.6,3.0,59.7,3.1,8.5,2.2,4396948,38799,67.9,0.4,62.4,0.4,7.7,0.3,681849,15977,65.7,1.0,58.3,1.1,10.3,0.8,8934918,6717,67.2,0.2,61.8,0.2,7.8,0.2,13033221,9997,63.4,0.2,59.5,0.2,5.3,0.1,21903222,6540,76.0,0.2,71.0,0.2,5.9,0.1,11104261,5417,83.3,0.2,77.8,0.2,5.5,0.1,10798961,4487,68.4,0.3,64.0,0.3,6.3,0.2,(X),(X),(X),(X),(X),(X),(X),(X),2473592,38413,49.2,0.5,38.7,0.5,21.4,0.7,2322720,26948,42.2,0.6,36.9,0.5,12.5,0.6,19205344,6412,76.3,0.2,71.9,0.2,5.3,0.1,3573815,32818,64.8,0.4,59.1,0.4,8.8,0.3,4350029,39489,73.2,0.4,68.2,0.4,6.4,0.2,5492975,35285,78.1,0.3,73.6,0.3,4.9,0.2,5788525,32571,84.1,0.2,81.1,0.2,3.2,0.1,2.7,(X),(X),(X),(X),(X),(X),(X)
0400000US08,08,Colorado,3712889,4084,70.0,0.4,65.5,0.4,5.5,0.2,256659,4312,51.2,1.5,40.2,1.5,19.9,1.8,337730,4063,79.7,1.3,69.9,1.4,9.1,1.1,1431521,4901,83.5,0.4,79.0,0.5,4.5,0.3,720742,3534,82.7,0.7,79.1,0.8,4.2,0.4,489352,1960,66.8,1.0,64.3,1.0,3.7,0.5,256742,1995,26.3,1.1,25.6,1.1,2.6,0.9,220143,1749,5.7,0.7,5.6,0.7,1.3,1.2,N,N,N,N,N,N,N,N,3131383,10150,70.1,0.4,66.0,0.4,4.9,0.2,133385,3286,69.6,2.1,61.5,2.2,9.7,1.5,33355,2850,66.7,3.6,58.7,4.1,11.0,3.2,104209,2663,70.1,2.5,64.8,2.6,6.3,2.0,N,N,N,N,N,N,N,N,241644,9387,70.3,1.4,64.0,1.5,8.5,1.3,65740,4730,69.6,3.3,61.9,3.2,10.1,2.6,638194,1952,69.3,1.0,63.5,1.0,7.9,0.9,2766912,3064,70.2,0.4,66.3,0.4,4.6,0.2,2979345,4093,80.1,0.4,75.6,0.4,4.8,0.2,1521088,3059,86.1,0.5,81.0,0.6,4.5,0.3,1458257,3060,73.9,0.6,69.9,0.6,5.2,0.3,(X),(X),(X),(X),(X),(X),(X),(X),315820,10183,54.3,1.8,44.0,1.8,19.1,1.8,317651,9599,52.6,1.6,46.1,1.5,12.0,1.3,2641615,4503,80.2,0.4,76.3,0.4,4.3,0.2,282687,8981,65.4,1.5,59.7,1.4,8.7,1.2,616561,12780,77.7,0.8,73.1,0.8,5.6,0.5,793102,13088,81.4,0.7,77.3,0.7,4.2,0.4,949265,10449,85.2,0.4,82.4,0.6,2.6,0.3,2.4,(X),(X),(X),(X),(X),(X),(X)
0400000US09,09,Connecticut,2786887,3320,67.7,0.4,63.3,0.4,6.2,0.3,197895,3495,49.5,1.6,39.0,1.5,21.0,2.2,221481,2231,76.7,1.5,68.1,1.8,10.4,1.3,953472,2598,83.6,0.6,78.6,0.6,5.5,0.3,551480,1895,84.4,0.8,80.9,0.8,4.1,0.4,392094,1173,69.9,1.1,66.8,1.3,4.4,0.6,225872,1329,29.3,1.3,28.1,1.3,4.1,0.9,244593,1239,6.5,0.7,6.2,0.7,4.0,1.9,N,N,N,N,N,N,N,N,2273924,7919,66.9,0.4,63.2,0.4,5.2,0.3,246247,3603,70.4,1.7,62.6,1.8,11.0,1.3,N,N,N,N,N,N,N,N,91850,1602,69.7,2.0,67.2,2.1,3.4,1.1,N,N,N,N,N,N,N,N,134052,7573,74.1,2.4,65.3,2.6,11.9,1.8,34341,3742,68.9,3.7,58.6,4.2,14.1,3.7,278124,1073,70.1,1.5,62.0,1.6,11.3,1.4,2135655,4130,66.9,0.4,63.3,0.4,5.0,0.3,2118527,1859,80.6,0.4,75.9,0.4,5.4,0.2,1044637,1543,86.1,0.5,81.0,0.7,5.3,0.4,1073890,1739,75.2,0.6,71.0,0.6,5.5,0.4,(X),(X),(X),(X),(X),(X),(X),(X),156113,7304,49.7,2.4,35.8,2.4,28.0,3.0,217644,7646,48.6,1.9,42.8,1.8,11.9,1.6,1897046,2343,81.0,0.5,76.8,0.5,4.9,0.2,164933,5806,65.1,1.7,58.1,1.9,10.7,1.7,542167,11530,79.0,0.8,74.5,0.9,5.6,0.6,496382,8876,82.9,0.9,77.6,1.0,5.8,0.5,693564,11859,85.1,0.7,82.6,0.7,2.6,0.3,2.7,(X),(X),(X),(X),(X),(X),(X)
0400000US10,10,Delaware,672673,1518,64.7,0.8,60.5,0.9,5.9,0.7,48474,1492,48.4,3.5,38.2,3.4,20.8,5.1,57887,1212,74.4,3.3,65.4,3.6,10.9,2.4,235093,1653,83.6,1.1,78.9,1.3,4.8,0.9,122004,1257,81.0,1.8,77.4,1.9,4.2,1.0,94661,736,60.7,2.4,59.1,2.4,2.7,0.8,60623,854,20.8,2.2,19.5,2.1,6.5,2.5,53931,588,5.6,1.8,5.4,1.8,2.9,3.4,N,N,N,N,N,N,N,N,499777,2673,64.1,0.9,60.5,0.9,5.2,0.7,131659,1294,66.4,2.0,60.2,2.4,8.6,1.9,N,N,N,N,N,N,N,N,18518,888,63.4,6.3,59.7,6.2,2.9,2.6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,35370,421,67.1,4.1,63.2,4.0,5.3,2.3,481074,1101,64.1,0.9,60.5,0.9,5.2,0.7,509645,1087,77.7,0.9,73.3,1.1,5.0,0.6,248729,840,83.1,1.1,77.8,1.3,5.5,0.9,260916,1007,72.5,1.5,69.0,1.6,4.5,0.7,(X),(X),(X),(X),(X),(X),(X),(X),48946,4150,47.9,3.5,38.4,3.5,19.6,4.4,65606,4126,44.8,3.9,38.0,3.5,14.6,3.4,451758,1199,78.1,1.0,74.3,1.0,4.3,0.6,52401,4161,60.6,3.8,56.0,3.3,7.6,2.9,150509,5504,75.4,1.8,70.4,2.0,6.3,1.3,117247,5000,81.5,1.5,77.5,1.7,3.6,0.7,131601,5370,85.1,1.4,83.3,1.5,1.9,0.6,2.5,(X),(X),(X),(X),(X),(X),(X)
0400000US11,11,District of Columbia,479776,1126,66.8,1.1,60.1,0.9,8.5,0.9,32873,2008,30.6,4.4,21.5,3.7,25.8,5.5,51273,1638,71.2,3.6,57.4,3.7,13.9,3.5,189166,1038,84.5,1.3,76.7,1.5,8.0,1.3,75160,798,80.9,2.5,73.7,2.5,8.5,1.5,59849,395,64.7,3.1,62.2,3.0,3.7,1.6,36338,727,32.2,3.2,31.5,3.1,2.2,1.9,35117,654,8.1,2.2,7.9,2.2,2.3,3.8,N,N,N,N,N,N,N,N,181272,2495,77.5,1.6,73.2,1.4,2.4,0.6,251077,1929,57.1,1.7,48.5,1.5,14.7,1.8,N,N,N,N,N,N,N,N,17966,468,78.7,4.8,73.4,5.8,5.4,4.7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,37917,231,77.8,3.7,72.1,4.4,6.1,2.8,166859,515,77.7,1.7,73.5,1.5,2.2,0.6,375448,1730,78.8,1.2,71.1,1.1,8.2,1.0,177516,1155,80.7,1.6,72.1,1.7,8.7,1.2,197932,1382,77.0,1.7,70.3,1.7,7.8,1.5,(X),(X),(X),(X),(X),(X),(X),(X),57290,4446,44.4,3.9,26.9,3.2,39.4,6.4,40518,3569,42.9,4.6,33.9,4.1,21.1,4.5,324175,823,80.0,1.2,73.3,1.2,7.5,0.9,42082,3419,55.7,4.4,46.0,4.3,16.5,3.8,64372,3983,72.6,3.6,61.7,3.4,14.7,2.9,57389,3801,79.2,3.0,70.9,3.3,9.0,2.1,160332,4313,89.6,1.3,86.0,1.4,3.2,0.9,5.2,(X),(X),(X),(X),(X),(X),(X)
0400000US12,12,Florida,14547170,7173,61.0,0.2,57.4,0.2,5.5,0.1,932643,8845,44.3,1.1,35.3,0.9,19.2,0.9,1154089,6869,76.3,0.7,67.7,0.9,9.7,0.7,4850011,7463,82.0,0.3,77.8,0.3,4.5,0.2,2534472,5466,79.1,0.4,76.0,0.5,3.7,0.2,2041838,3269,59.3,0.6,56.8,0.6,4.1,0.3,1452008,3505,21.6,0.6,20.6,0.6,4.6,0.5,1582109,3482,5.0,0.3,4.8,0.3,4.1,0.8,N,N,N,N,N,N,N,N,11390279,20220,59.5,0.2,56.3,0.2,4.7,0.1,2026165,9343,65.1,0.6,58.9,0.6,9.1,0.5,46122,4350,58.6,4.1,54.2,4.2,6.9,2.6,315762,3831,67.2,1.3,63.6,1.3,4.6,0.8,N,N,N,N,N,N,N,N,571035,17997,73.3,1.2,68.1,1.2,6.5,0.7,191180,8789,65.8,1.8,60.2,1.9,7.3,1.3,2785005,3425,66.9,0.4,63.1,0.5,5.4,0.3,9279626,6967,58.1,0.2,55.1,0.2,4.6,0.2,10580410,6116,76.3,0.2,72.2,0.2,4.8,0.1,5266858,6526,82.3,0.3,77.9,0.3,4.4,0.2,5313552,5656,70.4,0.3,66.6,0.3,5.3,0.2,(X),(X),(X),(X),(X),(X),(X),(X),1156220,22213,48.1,0.9,38.6,0.9,19.6,1.0,1335149,20283,43.6,0.7,39.0,0.8,10.3,0.7,9426321,7485,76.3,0.2,72.8,0.2,4.2,0.1,1227164,23189,62.7,0.9,58.5,0.9,6.7,0.5,2842571,29882,74.3,0.5,70.5,0.5,4.9,0.3,2840372,25967,78.5,0.4,74.9,0.4,4.0,0.2,2516214,27893,82.7,0.3,79.8,0.4,2.8,0.2,3.2,(X),(X),(X),(X),(X),(X),(X)
